artist,intro,highlights
Jay Sean,"Kamaljit Singh Jhooti (born 26 March 1981), better known by the stage name Jay Sean, is a British singer and songwriter. He debuted in the UK's Asian Underground scene as a member of the Rishi Rich Project with ""Dance with You"", which reached No. 12 on the UK Singles Chart in 2003. This led to him being signed to Virgin Records and having two UK top 10 hits as a solo artist in 2004: ""Eyes on You"" at No. 6 and ""Stolen"" at No. 4. They were included in his critically acclaimed debut album Me Against Myself which, though only moderately successful in the UK, sold more than two million copies across Asia and remains his most successful album to date. Alongside the Rishi Rich Project, Sean was a pioneer of Bhangra-R&B fusion, which his debut album helped popularize among the worldwide South Asian diaspora.He eventually left Virgin in 2006 and founded his own independent label, Jayded Records. After a gap of nearly four years, he returned in 2008 with ""Ride It"", which reached No. 11 in the UK and topped the charts in several Eastern European countries, including Romania where it was one of the best-selling singles of the year. It was followed by hits such as ""Maybe"", which reached No. 7 on the Japan Hot 100, and ""Tonight"". They were included in his second album, My Own Way, which became his most successful album on the UK Albums Chart, reaching No. 6, and topped the UK R&B Chart. At around this time, he began increasingly incorporating electropop sounds into his R&B music.From 2009 up to 2014, he was signed to Cash Money Records. In 2009, his American debut single ""Down"" (featuring Lil Wayne) topped the Billboard Hot 100, making him the first solo artist of South Asian origin and first UK urban act to top the Hot 100. It was the seventh-best selling song of 2009, having sold more than three million copies in the United States that year, eventually reaching six million sales in the United States, making him the most successful British/European male urban artist in US chart history at the time. As of 2011, it is the fifth best selling song by a British artist in the digital era. Its success was matched with his followed-up hit, ""Do You Remember"" (featuring Lil Jon and Sean Paul), which has sold more than a million copies in the US, and entered the top ten on the Hot 100, making him the first male act since Chingy in 2003 to ""simultaneously appear in the Hot 100 top 10 with his first two charting singles."" They were included in his American-debut album All or Nothing, which debuted at No. 37 on the US Billboard 200 and reached No. 11 on the Japan Oricon Albums Chart. Sean has also been a featured artist on several hits including ""What Happened to Us"" by Australian singer Jessica Mauboy, which charted within the top 20 on the ARIA singles chart and certified platinum by the Australian Recording Industry Association. Sean was ranked No. 35 in Billboard's Hot 100 Artists of 2009.","British singer and songwriter; Pioneer of Bhangra-R&B fusion; Founded independent label, Jayded Records; Achieved success in US with hits ""Down"" and ""Do You Remember""; Ranked No. 35 in Billboard's Hot 100 Artists of 2009."
B.o.B,"Bobby Ray Simmons Jr. (born November 15, 1988), known professionally as B.o.B, is an American rapper and record producer. Raised in Decatur, Georgia, Simmons was signed to Jim Jonsin's Rebel Rock Entertainment imprint in 2006. Two years later, Jonsin and Simmons signed a joint venture deal with fellow Georgia rapper T.I.'s Grand Hustle Records, an imprint of Atlantic Records. Following his major-label deal, Simmons quickly achieved commercial success when his debut single ""Nothin' on You"" (featuring Bruno Mars), reached number one on the US Billboard Hot 100 chart in 2009, and earned a Grammy Award for Record of the Year nomination.
His subsequent singles ""Airplanes"" (featuring Hayley Williams of Paramore), and ""Magic"" (featuring Rivers Cuomo), peaked at number two and ten respectively on the Billboard Hot 100. Simmons' debut studio album, The Adventures of Bobby Ray (2010), was preceded by two extended plays (EPs) and several self-released mixtapes. The album was met with critical and commercial success, reaching number one on the Billboard 200 chart and receiving 2× platinum certification, with critics praising its blending of genres including alternative rock, pop rap, and ""hipster hop"". Simmons was named the ninth ""Hottest MC in the Game of 2010"" by MTV on their annual list. The following year, he was featured on English singer Jessie J's single ""Price Tag"", which reached number one in the UK.
Simmons then released his dubstep-influenced single, ""Strange Clouds"" (featuring Lil Wayne) in late 2011. Becoming his fourth top-ten hit on the Hot 100, it preceded his second studio album of the same name (2012), which peaked at number five on the Billboard 200 upon release. The album's follow-up singles, ""So Good"" and ""Both of Us"" (featuring Taylor Swift), both reached the top-twenty in the US and received platinum certification by the RIAA. His third studio album Underground Luxury (2013) explored darker subject matter and adopted a grittier tone, containing the club-oriented singles ""HeadBand"" (featuring 2 Chainz) and ""We Still in This Bitch"" (featuring T.I. and Juicy J); the album was met with lukewarm commercial and critical response. He was later featured on Ty Dolla Sign's 2013 single ""Paranoid"", which became a Top 40 hit in the US. In August 2015, Simmons released his twelfth mixtape and final project under a major label, Psycadelik Thoughtz. Simmons has since disavowed the mainstream music industry, expressed anti-establishment views, and has garnered attention for his dissemination of various conspiracy theories.","American rapper and record producer; Signed to Jim Jonsin's Rebel Rock Entertainment and T.I.'s Grand Hustle Records; Achieved commercial success with debut single ""Nothin' on You""; The Adventures of Bobby Ray reached number one on Billboard 200; Explored darker subject matter and adopted a grittier tone in third album Underground Luxury"
Lil Jon,"Jonathan H. Smith (born January 17, 1971), known professionally as Lil Jon, is an American rapper and the former frontman of the rap group Lil Jon & the East Side Boyz. He was instrumental in the emergence of the hip hop subgenre crunk, and is credited with bringing the genre into mainstream success. Lil Jon frequently collaborates with Miami-based rapper Pitbull, Bay Area-based rappers Too Short and E-40. He participates as one-third of an unofficial trio consisting of Atlanta-based artists Ludacris and Usher who frequently create songs together.As a producer, Lil Jon has produced several Billboard Hot 100 hit singles including ""Salt Shaker"", ""Cyclone"", ""Get Low"", ""Snap Yo Fingers"", ""Damn!"", ""Freek-a-Leek"", ""Lovers and Friends"", ""Goodies"" and ""Yeah!"". As a five-time Grammy award nominee, Lil Jon won a Grammy Award for Best Rap/Sung Performance with Usher and Ludacris for ""Yeah!""In 2013, Lil Jon collaborated with producer DJ Snake and released ""Turn Down for What"", an EDM single that, as of 2023, has gone 8× multi-platinum in the United States. The song went on to win the Billboard Music Award for Top Dance/Electronic Song. The accompanying music video was nominated for a Grammy Award for Best Music Video, and passed the milestone of 1 billion views on YouTube seven years after it was released.Listed as one of the Top Billboard Music Award Winners of All Time in 2016, Lil Jon achieved his 8th number 1 on Billboard's Rhythmic Chart as a songwriter on ""My Type"" a song by California rapper Saweetie and was also a songwriter on the rapper's single ""Tap In"" which reached number 2 on the same chart.

","American rapper and former frontman of rap group Lil Jon & the East Side Boyz; Instrumental in emergence of hip hop subgenre crunk; Frequently collaborates with Pitbull, Too Short, E-40, Ludacris, and Usher; Grammy Award-winning producer with several Billboard Hot 100 hit singles; Collaborated with DJ Snake on multi-platinum EDM track ""Turn Down for What""."
The Ready Set,"Jordan Mark Witzigreuter (born November 14, 1989), known professionally as The Ready Set, is an American singer-songwriter from Fort Wayne, Indiana, United States. He is the lead vocalist and sole member of the act, using a backup band while on tour. He has released five studio albums, Syntax and Bright Lights, Tantrum Castle, I'm Alive, I'm Dreaming, The Bad & the Better, and I Will Be Nothing Without Your Love, nine extended plays and fourteen singles. He is best known for the commercially successful single ""Love Like Woe"" from his major label debut, I'm Alive, I'm Dreaming.
From 2019 to 2022, Witzigreuter briefly released music under the name Onlychild. He has released twelve singles and a four-track EP, Solstice under this name.Witzigreuter is also a part of the synthpop band Nekokat, alongside Cameron Walker, and Jess Bowen of the Summer Set.In 2021, in collaboration with Walker, Witzigreuter created the music label Swim Team Records. The company has featured a multitude of artists such as Future Coyote, TALKBAK, and Casey Abrams. The label's music has been featured in promotion for things such as the PGA Tour.","Known as The Ready Set; released five studio albums and multiple singles; best known for commercial hit ""Love Like Woe""; released music under name Onlychild; member of synthpop band Nekokat; co-created music label Swim Team Records."
Cute Is What We Aim For,"Cute Is What We Aim For is an American rock band from Buffalo, New York. The band formed in 2005 and has since released two albums: The Same Old Blood Rush with a New Touch (2006) and Rotation (2008). They were signed to record label Fueled by Ramen for their two releases.

","American rock band; Formed in 2005; From Buffalo, New York; Two albums released; Signed to Fueled by Ramen record label"
Breathe Carolina,"Breathe Carolina are an American electronic music duo from Denver, Colorado. The duo formed in 2007 consisting of David Schmitt and Kyle Even. They later expanded to a full band whose best-known lineup included Schmitt, Even, drummer Eric Armenta, keytarist Joshua Aragon and DJ Luis Bonet. In 2013, Even left the group, while Tommy Cooperman joined that year. Breathe Carolina is currently composed of Schmitt and Cooperman. 
The band have released five studio albums: It's Classy, Not Classic (2008), Hello Fascination (2009), Hell Is What You Make It (2011), Savages (2014) and Dead: The Album (2019). Their hit single ""Blackout"" was certified platinum in the United States.","American electronic music duo; Formed in 2007 by David Schmitt and Kyle Even; Released five studio albums; Tommy Cooperman joined in 2013; ""Blackout"" was certified platinum in the US."
Never Shout Never,"Never Shout Never (originally typeset as nevershoutnever! and NeverShoutNever!) was an American rock band formed in Joplin, Missouri in 2007. Vocalist and multi-instrumentalist Christofer Drew began the band as a solo project before expanding it to a band, whose best-known lineup included himself, bassist Taylor MacFee, and drummer Hayden Kaiser. The band that accompanied Drew when it was a solo project were originally known as ""The Shout"". Never Shout Never released eight full-length albums and eight EPs.

","American rock band; Formed in Joplin, Missouri, 2007; Band started as Christofer Drew's solo project; Includes members Taylor MacFee and Hayden Kaiser; Released eight full-length albums and eight EPs."
Gym Class Heroes,"Gym Class Heroes is an American rap rock band from Geneva, New York. The group formed in 1997 when Travie McCoy met drummer Matt McGinley during their high school gym class. The band's music displays a wide variety of influences, including hip hop, rock, funk, and reggae. After the addition of guitarist Disashi Lumumba-Kasongo and bassist Eric Roberts in 2003, the group was signed to Fueled by Ramen and Decaydance Records (Fall Out Boy bassist Pete Wentz's independent record label), on which they released their debut album, The Papercut Chronicles. The group gained a strong fanbase while promoting the album, appearing at festivals such as The Bamboozle and Vans Warped Tour.
In 2006, the group released the gold-selling album As Cruel as School Children. Since that release, the band's single ""Cupid's Chokehold"" peaked at number four on the Billboard Hot 100, and peaked within the top ten of the charts in various countries, including the United Kingdom, and ""Clothes Off!!"" peaked within the top ten of the charts in Finland, the Republic of Ireland, and the United Kingdom. On September 9, 2008, Gym Class Heroes released their third album, The Quilt, which contained numerous collaborations with other artists. The band went on hiatus in 2009, a time in which the members pursued various side projects. McCoy released his solo debut album Lazarus in June 2010. Lumumba-Kasongo has been working on his side-project Soul, while McGinley now drums in the rock group Kill the Frontman. The group released The Papercut Chronicles II on November 15, 2011; its promotional single, ""Stereo Hearts"", peaked at No. 4 on the Billboard Hot 100.

","American rap rock band; Formed in 1997; Variety of musical influences - hip hop, rock, funk, reggae; Single ""Cupid's Chokehold"" peaked at No. 4 on Billboard Hot 100; Went on hiatus in 2009 with members pursuing various projects."
Forever The Sickest Kids,"Forever the Sickest Kids (sometimes abbreviated as FTSK) is an American pop punk band from Dallas, Texas. The band first signed with Universal Motown Records and released its debut album, Underdog Alma Mater, on April 29, 2008. The band's second album, Forever the Sickest Kids, was released on March 1, 2011. Universal Motown Records was later shut down in 2011 and the band was left unsigned for over a year until signing to Fearless Records in late 2012. The band released its third studio album, J.A.C.K., on June 25, 2013. In an Alternative Press article, the band was placed number one underground band of the ""22 Best Underground Bands"".","American pop punk band; From Dallas, Texas; Signed initially with Universal Motown Records, later with Fearless Records; Released three studio albums; Named number one underground band by Alternative Press."
Hot Chelle Rae,"Hot Chelle Rae ( HOT SHEL RAY) (formerly known as Miracle Drug) is an American pop rock band formed in Nashville, Tennessee in 2005. The band currently consists of Ryan Follesé (lead vocals, rhythm guitar), Nash Overstreet (lead guitar, backing vocals), and Jamie Follesé (drums). Their debut album, Lovesick Electric, was released on October 27, 2009. They gained widespread attention for their 2011 double platinum single, ""Tonight Tonight"". Another single, ""I Like It Like That"", peaked at No. 28 on the Billboard Hot 100 in the US.

","American pop rock band; formed in Nashville, Tennessee in 2005; debut album ""Lovesick Electric"" released in 2009; known for 2011 double platinum single ""Tonight Tonight""; single ""I Like It Like That"" peaked at #28 on Billboard Hot 100."
Brokencyde,"Brokencyde (stylized as brokeNCYDE) is an American hip hop group from Albuquerque, New Mexico, founded in 2006. The group's lineup consists of Michael ""Mikl"" Shea and Julian ""Phat J"" McLellan, and musically are one of the founding groups in the crunkcore genre, which (in general description) is crunk hip hop music with screamed vocals.

","American hip hop group; Founded in 2006; From Albuquerque, New Mexico; Consists of Michael ""Mikl"" Shea and Julian ""Phat J"" McLellan; Founding group in the crunkcore genre"
Travie McCoy,"Travis Lazarus ""Travie"" McCoy (born August 5, 1981) is an American rapper, singer, and songwriter. He is the co-founder and lead vocalist of the rap rock band Gym Class Heroes, in addition to having a solo career.  McCoy became involved with punk rock scenes as a teenager. He formed the band Gym Class Heroes with childhood friend Matt McGinley; after several line-up changes, the group was signed to Fueled by Ramen, which released their debut album.
Gym Class Heroes took a three-year hiatus from music, leaving McCoy to focus on his solo career; McCoy released, under T-Pain's label Nappy Boy Entertainment, his debut solo album, Lazarus, in 2010. The lead single from the album, ""Billionaire"" (featuring Bruno Mars), peaked at number four on the Billboard Hot 100 and number three on the UK Singles Chart.
In 2022, McCoy signed with Hopeless Records, with whom he released his second studio album, Never Slept Better.

","American rapper, singer, songwriter; Co-founder and lead vocalist of Gym Class Heroes; Solo career including album ""Lazarus"" under Nappy Boy Entertainment; Hit single ""Billionaire"" peaked at number four on Billboard Hot 100; Signed with Hopeless Records in 2022."
Hellogoodbye,"Hellogoodbye (sometimes styled as hellogoodbye) is an American pop rock band that was formed in Huntington Beach, California in 2001 by singer Forrest Kline. They were signed to Drive-Thru Records and released their first full-length album Zombies! Aliens! Vampires! Dinosaurs! in 2006, having previously released the EP Hellogoodbye in 2004, and DVD OMG HGB DVD ROTFL in 2005. In 2010, the band released Would It Kill You? on their label Wasted Summer Records. The album was released in the United Kingdom and Europe by LAB Records on March 14, 2011. Hellogoodbye released their third album, Everything Is Debatable, on October 29, 2013, while touring as the opening act for Paramore's The Self-Titled Tour. Their fourth album, S'Only Natural, was released on October 5, 2018.","American pop rock band; Formed in 2001; Known for album ""Zombies! Aliens! Vampires! Dinosaurs!""; Released music under their own label Wasted Summer Records; Toured as opening act for Paramore."
Bowling For Soup,"Bowling for Soup is an American rock band formed in Wichita Falls, Texas, in 1994. The band consists of Jaret Reddick (lead vocals, guitar), Chris Burney (guitar, backing vocals), Gary Wiseman (drums), and Rob Felicetti (bass guitar, backing vocals). The band is best known for its singles ""Girl All the Bad Guys Want"", ""1985"" (their version of the SR-71 song of the same name), ""Almost"" and ""High School Never Ends"". The band is also known for performing the theme song for the Disney Channel TV show Phineas and Ferb.

","American rock band; Formed in 1994 in Wichita Falls, Texas; Known for singles ""Girl All the Bad Guys Want"", ""1985"", ""Almost"" and ""High School Never Ends""; Performed theme song for Disney Channel TV show Phineas and Ferb; Band members include Jaret Reddick, Chris Burney, Gary Wiseman, and Rob Felicetti."
Hawthorne Heights,"Hawthorne Heights is an American rock band from Dayton, Ohio, formed in 2001. Originally called A Day in the Life, their lineup currently consists of JT Woodruff (lead vocals, rhythm guitar), Matt Ridenour (bass guitar, backing vocals), Mark McMillon (lead guitar, unclean vocals), and Chris Popadak (drums, percussion).
The band found commercial success with their first two albums, The Silence in Black and White (2004), and  If Only You Were Lonely (2006), both achieving an  RIAA gold certification. Their second album additionally peaked at No. 1 on the Billboard's Independent Albums chart and No. 3 on the Billboard 200 chart. They are also well known for their 2006 single ""Saying Sorry"", which reached gold status and peaked at No. 7 on the Billboard Hot Modern Rock Tracks chart. On November 24, 2007, guitarist Casey Calvert died, leaving the band as a four-piece. Their third album and first without Calvert, Fragile Future, was released in August 2008, surprisingly through Victory Records again, after a lengthy legal battle between the two parties.The band's fourth album Skeletons (2010) peaked at No. 50 on the Billboard 200. The band's former label, Victory, released their first  greatest hits album, entitled Midwesterners: The Hits, in November 2010. Shortly afterward, Hawthorne Heights left Wind-up Records to begin their own record label, Cardboard Empire. Via this new label, the band released an EP trilogy, beginning with Hate released in August 2011 and followed by Hope released in June 2012. After signing with Red River Entertainment in 2013, the band postponed the release of the third EP in the trilogy, and released a full-length concept album titled Zero in June 2013. The band played on the 2013 Vans Warped Tour.
In June 2014, original drummer Eron Bucciarelli left the band. In January 2015, it was announced that Micah Carli (lead guitar, unclean backing vocals) had left as well. Later that year, the band released Hurt, the third EP of the trilogy. The band's sixth studio album, titled Bad Frequencies followed in 2018, followed by their seventh album The Rain Just Follows Me in September 2021 via Pure Noise Records.

","American rock band from Dayton, Ohio; Formed in 2001; Commercial success with first two albums which achieved RIAA gold certification; Known for 2006 single ""Saying Sorry""; Had a significant lineup change in 2007 and 2014-2015."
Kevin Rudolf,"Kevin Winston Rudolf (born February 17, 1983) is an American singer, songwriter, record producer, rapper, and multi-instrumentalist from New York City, New York. He is best known for his 2008 single ""Let It Rock"".

","American singer and songwriter; Record producer and rapper; Multi-instrumentalist; From New York City, New York; Best known for 2008 single ""Let It Rock""."
Iyaz,"Keidran Jones (born 15 April 1987), better known by his stage name Iyaz (pronounced  EYE-yaz), is a British Virgin Islands singer and songwriter, formerly signed with the record label Beluga Heights Records. He is known for his singles ""Replay,"" ""Solo,"" and ""Pretty Girls."" He released his debut album Replay in 2010.","British Virgin Islands singer and songwriter; Known for singles ""Replay,"" ""Solo,"" ""Pretty Girls""; Released debut album Replay in 2010; Formerly signed with Beluga Heights Records; Performs under stage name Iyaz."
Mohombi,"Mohombi Nzasi Moupondo (born 17 October 1985) is a Congolese-Swedish musician, singer, composer and dancer. He grew up in Norsborg and Kista near Stockholm. Mohombi was RedOne's first signing to 2101 Records in joint venture with Universal Music Group. From 2000 to 2008, Mohombi was part of the Swedish hip hop group Avalon with his brother Djo Moupondo. Mohombi released his debut solo single ""Bumpy Ride"" in August 2010. The single became a worldwide hit, and charted in the top-ten in several countries, and was followed by his debut studio album MoveMeant in February 2011.

","Congolese-Swedish musician; First signing to 2101 Records by RedOne; Part of Swedish hip hop group Avalon; Debut solo single ""Bumpy Ride"" was a worldwide hit; Released debut studio album MoveMeant in 2011."
Tinie Tempah,"Patrick Chukwuemeka Okogwu   (born 7 November 1988), better known by his stage name Tinie (formerly Tinie Tempah), is a British rapper and singer. He has been signed to Parlophone since 2009, a subsidiary of Warner Music Group. He created his own entertainment company Disturbing London in 2006, along with his cousin Dumi Oburota.After releasing a number of mixtapes, he released his debut album, Disc-Overy, in October 2010. Preceded by two British number-one singles, ""Pass Out"" and ""Written in the Stars"", the album charted at number one and was certified Platinum the next year. In February 2011, he won two Brit Awards for Best British Breakthrough Act and Best British Single.In November 2013, he released his second album, entitled Demonstration. Preceded by top ten singles ""Trampoline"" and ""Children of the Sun"", the album charted at number three and was certified gold by the BPI the next year. In June 2015, he released ""Not Letting Go"", the first single from his third album Youth. This gave Tinie his sixth UK number one, surpassing Dizzee Rascal as the most by any UK rap artist.

",British rapper and singer; Signed to Parlophone since 2009; Created own company Disturbing London in 2006; Won two Brit Awards in 2011; Has six UK number one singles
Mike Posner,"Michael Robert Henrion Posner ( POHZ-nər; born February 12, 1988) is an American rapper, singer, songwriter, and record producer. He released his debut album, 31 Minutes to Takeoff, in 2010. The album includes the US Billboard Hot 100 top 10 single ""Cooler than Me"" as well as the top 20 single ""Please Don't Go"".
In 2015, a remix of the single ""I Took a Pill in Ibiza"" peaked in the top 10 on the charts in 27 countries around the world, including hitting number one in many, and the top five on the Billboard Hot 100 in the United States. In 2016, he released his second album, At Night, Alone, with the song and its remix.
Posner has also written songs for a great number of fellow artists. In 2017, Posner released his first book of poetry, Tear Drops & Balloons. He is also a member of the alternative hip-hop and R&B duo Mansionz with blackbear.

","American rapper, singer, songwriter, and record producer; Debut album ""31 Minutes to Takeoff"" released in 2010; ""I Took a Pill in Ibiza"" hit top 10 in 27 countries; Released a book of poetry in 2017; Part of R&B duo Mansionz."
DJ Antoine,"Antoine Konrad (born 23 June 1975), better known as DJ Antoine, is a Swiss house DJ and record producer from Basel. 

",Swiss house DJ; Record producer; From Basel; Born on 23 June 1975; Known as DJ Antoine
Madcon,"Madcon is a Norwegian musical duo formed in 1992 by Yosef Wolde-Mariam and Tshawe Baqwa. They have released eight albums as of 2022. They are best known for the 2007 cover of ""Beggin'"" by The Four Seasons.

","Norwegian musical duo; formed in 1992; members Yosef Wolde-Mariam and Tshawe Baqwa; known for 2007 cover of ""Beggin'""; released eight albums as of 2022."
The Carters,"The Carters (stylized in all caps) are an American musical duo composed of married artists Beyoncé and Jay-Z. Their first album under the moniker, Everything Is Love, was released on June 16, 2018. The album was certified gold by the Recording Industry Association of America (RIAA).
Before formally naming their collaboration, the duo performed together on two world tours, On the Run Tour (2014) and OTR II (2018), and released a number of collaborations, beginning with the 2002 single ""'03 Bonnie & Clyde"" from Jay-Z's The Blueprint 2: The Gift & The Curse. The couple had their first Billboard Hot 100 number one single the following year with ""Crazy in Love"" from Beyoncé's debut solo album Dangerously in Love.","American musical duo; Composed of Beyoncé and Jay-Z; Released first album ""Everything Is Love"" in 2018; Performed together on two world tours; Had a Billboard Hot 100 number one single with ""Crazy in Love""."
Mariah Carey,"Mariah Carey (; born March 27, 1969) is an American singer, songwriter, record producer, and actress. Referred to as the ""Songbird Supreme"" by Guinness World Records, she is noted for her songwriting, five-octave vocal range, melismatic singing style and signature use of the whistle register. An influential figure in popular music, Carey is credited for impacting the vocal style in contemporary music, merging hip-hop with pop music through her collaborations and popularizing the use of remixes. She has also been dubbed the ""Queen of Christmas"" for the enduring popularity of her holiday music, particularly the 1994 song ""All I Want for Christmas Is You"", which is the best-selling holiday song by a female artist.
Carey rose to fame in 1990 with her eponymous debut album under the guidance of Columbia Records executive Tommy Mottola, who she married in 1993. She is the only artist to date to have their first five singles reach number one on the Billboard Hot 100, from ""Vision of Love"" to ""Emotions"". Carey gained worldwide success with the albums Music Box (1993) and Daydream (1995) ― both of which rank among the best-selling albums and spawned singles such as ""Dreamlover"", ""Hero"", ""Without You"", ""Fantasy"", ""Always Be My Baby"" and ""One Sweet Day"". The lattermost of these topped the US Billboard Hot 100 decade-end chart (1990s). After separating from Mottola, she adopted a new urban image and began incorporating hip-hop and R&B elements, with the release of Butterfly (1997). By the end of the 1990s, Billboard named her the most successful artist of the decade in the United States. She left Columbia in 2001 after eleven consecutive years of US number-one singles and signed a record deal with Virgin Records.
Following Carey's highly publicized breakdown and the failure of the film Glitter (2001) and its soundtrack, Virgin bought out her contract and she signed with Island Records the following year. After a comparatively unsuccessful period, Carey returned to the top of the charts with one of the best-selling albums of the 21st century, The Emancipation of Mimi (2005). Its second single, ""We Belong Together"", topped the US Billboard Hot 100 decade-end chart (2000s). Her subsequent ventures included roles in the films  Precious (2009), The Butler (2013), A Christmas Melody (2015), and The Lego Batman Movie (2017), being an American Idol judge, starring in the docu-series Mariah's World, performing at multiple concert residencies, and publishing the memoir The Meaning of Mariah Carey (2020).
Carey is one of the best-selling music artists, with over 220 million records sold worldwide, and is an inductee of the Songwriters Hall of Fame, the National Recording Registry at the Library of Congress and the Long Island Music and Entertainment Hall of Fame. She was ranked as the second greatest woman in music by VH1 in 2012 and the fifth greatest singer by Rolling Stone in 2023. Billboard named her the top-charting female solo artist, based on both album and song chart success. She holds the record for the most Billboard Hot 100 number-one singles by a solo artist (19), a female songwriter (18), and a female producer (15), spending a record 91 weeks atop the chart. Carey is the highest-certified female artist in the United States and 10th overall, with 74 million certified album units. Among her accolades are 5 Grammy Awards, 10 American Music Awards, 15 Billboard Music Awards, and 12 Guinness World Records.","""Songbird Supreme"" with a five-octave vocal range and unique whistle register; Influential in merging hip-hop with pop, also known for remixes; Known as ""Queen of Christmas"", composer of popular holiday song ""All I Want for Christmas Is You""; First five singles reached number one on the Billboard Hot 100; Sold over 220 million records worldwide, winning multiple awards including 5 Grammys."
Us The Duo,"Us the Duo is an American folk pop duo consisting of husband-and-wife Michael and Carissa Alvarado. The duo met in Los Angeles, California, United States, in 2011 on the set of an AJ Rafael music video. They got married in 2012. In 2013, the duo started uploading six-second cover versions of popular songs to their Vine account, where they amassed 5 million followers as of the time when vine shut down in January of 2017. In March 2014, they were signed to Republic Records. They are reported as being the first musicians to have signed to a major record label due to their presence on Vine.

","American folk pop duo; Husband-and-wife team, Michael and Carissa Alvarado; Popular on Vine with 5 million followers; Signed to Republic Records in 2014; First musicians signed due to Vine presence."
Nathan Sykes,"Nathan James Sykes (born 18 April 1993) is an English singer, best known as a member of the boy band The Wanted. In 2013, Sykes appeared with his bandmates in the E! channel reality television series The Wanted Life. After the band's hiatus in 2014, Sykes embarked on a solo career. His debut single, ""Kiss Me Quick"" was released in July 2015. It reached number-one on the US Dance Club Songs chart.","English singer; member of The Wanted; appeared in reality TV series The Wanted Life; solo career post-2014; ""Kiss Me Quick"" reached #1 on US Dance Club Songs chart."
Sophie Ellis-Bextor,"Sophie Michelle Ellis-Bextor (born 10 April 1979) is an English singer and songwriter. She first came to prominence in the late 1990s as the lead singer of the indie rock band Theaudience. After the group disbanded, Ellis-Bextor went solo and achieved success beginning in the early 2000s. Her music is a mixture of mainstream pop, disco, nu-disco, and 1980s electronic music influences.
Ellis-Bextor's debut solo album, Read My Lips, was released in 2001. It peaked at number two on the UK Albums Chart and was certified double platinum by the British Phonographic Industry; it sold 1.5 million copies worldwide. Three of its four singles—the Cher cover ""Take Me Home"", ""Murder on the Dancefloor"", and the double A-side ""Get Over You"" / ""Move This Mountain""—reached the top three in the UK. In 2003, Read My Lips won the Edison Award for Best Dance Album. Its follow-up Shoot from the Hip (2003) reached number 19 in the UK and spawned two top ten singles, ""Mixed Up World"" and ""I Won't Change You"".Ellis-Bextor's third studio album, Trip the Light Fantastic (2007), peaked at number seven in the UK and its lead single ""Catch You"" reached the top ten. Her fourth studio album, Make a Scene (2011), and its third single ""Bittersweet"" achieved top 40 positions in the UK. Her fifth studio album, Wanderlust (2014), peaked at number four becoming her highest-charting album since Read My Lips. She released a Latin-inspired sixth studio album, Familia, in 2016 to critical acclaim.

","English singer and songwriter; Lead singer of the indie rock band Theaudience in late 1990s; Solo success in early 2000s with pop, disco, and 80s electronic music; Debut solo album ""Read My Lips"" sold 1.5 million copies worldwide; Sixth studio album ""Familia"" released in 2016 to critical acclaim."
Dannii Minogue,"Danielle Jane ""Dannii"" Minogue (; born 20 October 1971) is an Australian singer, television personality, and actress. She first gained recognition for her appearances on the television show Young Talent Time (1982–1988) and for her role as Emma Jackson on the soap opera Home and Away (1989–1990). Minogue began her music career in the early 1990s, achieving early success with her debut studio album, Love and Kisses (1991), which was certified gold by the British Phonographic Industry (BPI), and included the hit singles ""Love and Kisses"", ""Baby Love"", ""Jump to the Beat"" and ""Success"". Following the release of her second album, Get into You (1993), Minogue's popularity as a singer had declined, leading her to make a name for herself with award-winning performances in theatre productions.The late 1990s saw a brief return to music after Minogue reinvented herself as a dance artist with her third album, Girl (1997), and its lead single ""All I Wanna Do"". Her fourth album, Neon Nights (2003), became the most successful of her career and spawned the hit singles ""Who Do You Love Now?"", ""I Begin to Wonder"" and ""Put the Needle on It"". In 2007, she released her fifth album, Club Disco. In the UK, Minogue has achieved nine UK Top 10 singles and 13 consecutive number-one dance singles, becoming the best-performing artist on the UK Dance Chart. In Australia, she has achieved twelve Top 30 singles and six Gold certified singles. As of January 2017, she has sold over eight million records worldwide.Minogue has served as a judge on multiple television talent shows, including The X Factor UK (2007–2010), Australia's Got Talent (2007–2012), Britain & Ireland's Next Top Model (2013), The X Factor Australia (2013–2015), Let It Shine (2017), and The Masked Singer Australia (2019–2021). She starred in her own reality series Style Queen (2010) and has also presented the television shows It's Not Just Saturday (1996), Dance Boss (2018), Ultimate Beastmaster (2018), and I Kissed a Boy (2023).

","Australian singer and TV personality; Started music career in early 1990s; Most successful album ""Neon Nights"" in 2003; Best-performing artist on the UK Dance Chart; Served as a judge on multiple talent shows including The X Factor and Australia's Got Talent."
